Vout1		Vout2		Vout3		
0.009150	0.004901	2.500000
0.009440	0.015906	2.500000
0.009485	0.009110	2.500000
0.009413	0.011405	2.500000
0.009417	0.006391	2.500000
0.009317	0.001660	2.500000
0.009231	0.002671	2.500000
0.009621	0.005859	2.500000
0.009278	0.006756	2.500000
0.009538	0.003947	2.500000
0.009434	0.008108	2.500000
0.009367	0.005128	2.500000
0.009347	0.006081	2.500000
0.009320	0.005347	2.500000
0.009500	0.006266	2.500000
0.009157	0.007575	2.500000
0.009508	0.004790	2.500000
0.009613	0.007291	2.500000
0.009229	0.005079	2.500000
0.009201	0.003379	2.500000
0.009059	0.000062	2.500000
0.009262	0.002482	2.500000
0.009350	0.003296	2.500000
0.009453	0.010193	2.500000
0.009315	0.005506	2.500000
0.009655	0.010026	2.500000
0.009367	0.004240	2.500000
0.009029	0.005466	2.500000
0.009362	0.009465	2.500000
0.009459	0.004666	2.500000
0.009426	0.006674	2.500000
0.009366	0.007882	2.500000
0.009098	0.002795	2.500000
0.009270	0.002062	2.500000
0.009487	0.005090	2.500000
0.009767	0.010994	2.500000
0.009437	0.003398	2.500000
0.009640	0.009151	2.500000
0.009262	0.003463	2.500000
0.009252	0.005862	2.500000
0.009459	0.004994	2.500000
0.009081	0.007674	2.500000
0.009578	0.003845	2.500000
0.008983	0.001307	2.500000
0.009468	0.002089	2.500000
0.009547	0.012514	2.500000
0.009036	0.009544	2.500000
0.009196	0.008768	2.500000
0.009249	0.006323	2.500000
0.009326	0.007639	2.500000
0.009742	0.006472	2.500000
0.009569	0.007627	2.500000
0.009380	0.008867	2.500000
0.009074	0.007078	2.500000
0.009542	0.004658	2.500000
0.009308	0.003523	2.500000
0.009455	0.007467	2.500000
0.009629	0.007730	2.500000
0.009387	0.005486	2.500000
0.009418	0.005532	2.500000
0.009247	0.004653	2.500000
0.009486	0.004092	2.500000
0.009226	0.009167	2.500000
0.009336	0.004224	2.500000
0.009171	0.000356	2.500000
0.009460	0.008763	2.500000
0.009447	0.009751	2.500000
0.009225	0.006911	2.500000
0.009226	0.006017	2.500000
0.009312	0.009554	2.500000
0.009565	0.008724	2.500000
0.009246	0.004614	2.500000
0.009287	0.007223	2.500000
0.009189	0.008022	2.500000
0.009495	0.005985	2.500000
0.009522	0.004751	2.500000
0.009477	0.006580	2.500000
0.009276	0.004660	2.500000
0.009664	0.011029	2.500000
0.009488	0.008905	2.500000
0.009393	0.007955	2.500000
0.009176	0.007806	2.500000
0.009357	0.004110	2.500000
0.009620	0.004872	2.500000
0.009375	0.002443	2.500000
0.009163	0.016865	2.500000
0.009318	0.005682	2.500000
0.009331	0.005075	2.500000
0.009423	0.002693	2.500000
0.009366	0.009897	2.500000
0.009516	0.008483	2.500000
0.009241	0.007141	2.500000
0.009504	0.007544	2.500000
0.009413	0.007158	2.500000
0.009553	0.004517	2.500000
0.009128	0.005816	2.500000
0.009228	0.006892	2.500000
0.009168	0.006669	2.500000
0.009686	0.001392	2.500000
0.009254	0.006219	2.500000
0.009092	0.008716	2.500000
0.008976	0.003732	2.500000
0.009687	0.005824	2.500000
0.009229	0.004780	2.500000
0.009174	0.006625	2.500000
0.009374	0.011008	2.500000
0.009277	0.004596	2.500000
0.009268	0.003444	2.500000
0.009375	0.014984	2.500000
0.009354	0.000978	2.500000
0.009166	0.000836	2.500000
0.009584	0.004018	2.500000
0.009505	0.004869	2.500000
0.009225	0.004710	2.500000
0.009251	0.008161	2.500000
0.009269	0.004107	2.500000
0.009445	0.005170	2.500000
0.009413	0.006139	2.500000
0.009400	0.008712	2.500000
0.009420	0.007658	2.500000
0.009210	0.013562	2.500000
0.009263	0.005231	2.500000
0.009267	0.001765	2.500000
0.009166	0.007066	2.500000
0.009359	0.001196	2.500000
0.009812	0.002017	2.500000
0.009439	0.008696	2.500000
0.009302	0.007726	2.500000
0.009384	0.002525	2.500000
0.009290	0.005401	2.500000
0.009246	0.002020	2.500000
0.009166	0.001903	2.500000
0.009352	0.004286	2.500000
0.009535	0.006369	2.500000
0.009248	0.003361	2.500000
0.009424	0.008133	2.500000
0.009708	0.010040	2.500000
0.009162	0.003584	2.500000
0.009310	0.005680	2.500000
0.009472	0.008788	2.500000
0.009199	0.005053	2.500000
0.009350	0.008770	2.500000
0.009160	0.002377	2.500000
0.009258	0.004306	2.500000
0.009182	0.001301	2.500000
0.009073	0.007833	2.500000
0.009296	0.004692	2.500000
0.009078	0.001347	2.500000
0.009106	0.003830	2.500000
0.009553	0.002401	2.500000
0.009282	0.004279	2.500000
0.009511	0.006707	2.500000
0.009299	0.002453	2.500000
0.009545	0.005338	2.500000
0.009247	0.005893	2.500000
0.009313	0.006874	2.500000
0.009338	0.008042	2.500000
0.009283	0.001683	2.500000
0.009085	0.004349	2.500000
0.009428	0.009319	2.500000
0.009073	0.005189	2.500000
0.009398	0.004734	2.500000
0.009139	0.001734	2.500000
0.009378	0.007711	2.500000
0.009198	0.005358	2.500000
0.009450	0.006523	2.500000
0.008856	0.007792	2.500000
0.009379	0.007789	2.500000
0.009324	0.008161	2.500000
0.009262	0.004167	2.500000
0.009497	0.007911	2.500000
0.009415	0.006381	2.500000
0.009600	0.006645	2.500000
0.009203	0.009379	2.500000
0.009479	0.009607	2.500000
0.009107	0.008676	2.500000
0.009367	0.004337	2.500000
0.009359	0.007067	2.500000
0.009361	0.003842	2.500000
0.009175	0.005986	2.500000
0.009219	0.000166	2.500000
0.009348	0.011801	2.500000
0.009168	0.004554	2.500000
0.009311	0.007484	2.500000
0.009710	0.005551	2.500000
0.009395	0.007438	2.500000
0.009620	0.009548	2.500000
0.009714	0.002362	2.500000
0.009447	0.002814	2.500000
0.009382	0.004016	2.500000
0.009257	0.005617	2.500000
0.009334	0.007908	2.500000
0.009287	0.007003	2.500000
0.009394	0.005888	2.500000
0.009336	0.005763	2.500000
0.009147	0.000672	2.500000
0.009122	0.000596	2.500000
0.009564	0.011146	2.500000
0.009327	0.001194	2.500000
0.009645	0.004640	2.500000
0.009302	0.007276	2.500000
0.009107	0.008955	2.500000
0.009108	0.003557	2.500000
0.009471	0.002977	2.500000
0.009461	0.001430	2.500000
0.009493	0.007739	2.500000
0.009577	0.009902	2.500000
0.009150	0.003509	2.500000
0.009371	0.010744	2.500000
0.009265	0.008951	2.500000
0.009391	0.003709	2.500000
0.009591	0.008633	2.500000
0.009295	0.006750	2.500000
0.009418	0.005936	2.500000
0.009354	0.007185	2.500000
0.009531	0.005146	2.500000
0.009323	0.005640	2.500000
0.009484	0.005591	2.500000
0.009507	0.007684	2.500000
0.009329	0.009819	2.500000
0.009068	0.004282	2.500000
0.009482	0.006655	2.500000
0.009395	0.007800	2.500000
0.009376	0.006077	2.500000
0.009150	0.003315	2.500000
0.009249	0.012996	2.500000
0.009406	0.012093	2.500000
0.009221	0.011019	2.500000
0.009298	0.004057	2.500000
0.009410	0.001304	2.500000
0.009600	0.011034	2.500000
0.009358	0.005975	2.500000
0.009455	0.013417	2.500000
0.009227	0.000855	2.500000
0.009376	0.010573	2.500000
0.009802	0.010942	2.500000
0.009277	0.011844	2.500000
0.009089	0.001639	2.500000
0.009204	0.008101	2.500000
0.009525	0.006383	2.500000
0.009316	0.008837	2.500000
0.009246	0.005787	2.500000
0.009186	0.007603	2.500000
0.009373	0.010512	2.500000
0.009537	0.008199	2.500000
0.009070	0.006587	2.500000
0.009291	0.004949	2.500000
0.008990	0.006784	2.500000
0.009567	0.004905	2.500000
0.009188	0.003585	2.500000
0.009525	0.016916	2.500000
0.009643	0.005543	2.500000
0.009367	0.001660	2.500000
0.009335	0.007859	2.500000
0.009422	0.008116	2.500000
0.009090	0.005705	2.500000
0.009448	0.006676	2.500000
0.009259	0.004821	2.500000
0.009600	0.008613	2.500000
0.009083	0.009936	2.500000
0.009121	0.009018	2.500000
0.009398	0.008704	2.500000
0.009213	0.006296	2.500000
0.009506	0.006964	2.500000
0.009168	0.010109	2.500000
0.009292	0.008335	2.500000
0.009152	0.005638	2.500000
0.009504	0.002080	2.500000
0.009399	0.004197	2.500000
0.009320	0.009795	2.500000
0.009192	0.005137	2.500000
0.009352	0.006836	2.500000
0.009280	0.000978	2.500000
0.009454	0.007676	2.500000
0.009607	0.004965	2.500000
0.009359	0.008103	2.500000
0.009290	0.000019	2.500000
0.009191	0.005827	2.500000
0.009240	0.001536	2.500000
0.009281	0.002506	2.500000
0.009302	0.011252	2.500000
0.009511	0.004666	2.500000
0.009377	0.003655	2.500000
0.009176	0.006685	2.500000
0.009272	0.004589	2.500000
0.009174	0.001298	2.500000
0.009321	0.010224	2.500000
0.009131	0.007483	2.500000
0.009033	0.004044	2.500000
0.009317	0.005410	2.500000
0.009148	0.003928	2.500000
0.009463	0.001102	2.500000
0.009531	0.009085	2.500000
0.009404	0.006708	2.500000
0.009386	0.005875	2.500000
0.009065	0.005725	2.500000
0.009253	0.008432	2.500000
0.009452	0.015233	2.500000
0.009318	0.002346	2.500000
0.009429	0.007550	2.500000
0.009348	0.005623	2.500000
0.009265	0.007477	2.500000
0.009364	0.003366	2.500000
0.009483	0.002506	2.500000
0.009178	0.008850	2.500000
0.009265	0.007774	2.500000
0.009177	0.001373	2.500000
0.009136	0.005976	2.500000
0.009210	0.004947	2.500000
0.009323	0.009498	2.500000
0.009209	0.009159	2.500000
0.009234	0.007844	2.500000
0.009264	0.003220	2.500000
0.009449	0.005514	2.500000
0.009501	0.012553	2.500000
0.009407	0.005828	2.500000
0.009349	0.010157	2.500000
0.009298	0.006530	2.500000
0.009335	0.008088	2.500000
0.009111	0.003032	2.500000
0.009398	0.010153	2.500000
0.009546	0.004290	2.500000
0.009227	0.011280	2.500000
0.009498	0.007633	2.500000
0.009156	0.006588	2.500000
0.009216	0.005287	2.500000
0.009342	0.002986	2.500000
0.009809	0.017682	2.500000
0.009215	0.004564	2.500000
0.009462	0.009386	2.500000
0.009263	0.006465	2.500000
0.009373	0.004348	2.500000
0.009806	0.008290	2.500000
0.009452	0.005890	2.500000
0.009431	0.006681	2.500000
0.009480	0.007499	2.500000
0.009616	0.014565	2.500000
0.009651	0.005187	2.500000
0.009516	0.007894	2.500000
0.009317	0.012460	2.500000
0.009385	0.002713	2.500000
0.009784	0.006967	2.500000
0.009761	0.009227	2.500000
0.009247	0.009358	2.500000
0.009069	0.006948	2.500000
0.009495	0.006597	2.500000
0.009320	0.003740	2.500000
0.009077	0.001458	2.500000
0.009587	0.003867	2.500000
0.009358	0.013144	2.500000
0.009352	0.002629	2.500000
0.009593	0.004524	2.500000
0.009505	0.008399	2.500000
0.009418	0.011410	2.500000
0.009575	0.011277	2.500000
0.009158	0.008780	2.500000
0.009352	0.004712	2.500000
0.009331	0.010763	2.500000
0.009432	0.002224	2.500000
0.009393	0.005683	2.500000
0.009036	0.003153	2.500000
0.009196	0.005451	2.500000
0.009550	0.008877	2.500000
0.009371	0.003304	2.500000
0.009256	0.006905	2.500000
0.009244	0.005043	2.500000
0.009213	0.004355	2.500000
0.009191	0.005590	2.500000
0.009337	0.006348	2.500000
